industry,jobtitle,company,Salary,YearsofExperience,FieldofStudy,Skills,Min.EducationLevel,Location,date_posted,WorkType,address,url
energy-natural-resources-oil-gas-power-services-job,Sales Engineer [Electronic Component / Mechanical / Lighting / Electrical],The Supreme HR Advisory Pte Ltd,2500 - 4000,2,Not Applicable,Communications skills,Diploma,Singapore - Central,6 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//sales-engineer-electronic-component-mechanical-lighting-electrical-job/view-job/1619795
energy-natural-resources-oil-gas-power-services-job,Office Manager / Operations & Planning Manager (Senior Secretary / Personal Assistant) - European MNC,Adroit HR Professional,Undisclosed,5,Business,"Provide admin & secretarial support for Managing Director , Responsible for the smooth running of the Singapore office operations , Logistic arrangements of business travel for Managers (flight, hotels etc.)",Diploma,Singapore - East,12 Jan 2018,Permanent / Full Time,http://www.adroithrpro.com.sg,http://www.stjobs.sg//office-manager-operations-planning-manager-senior-secretary-personal-assistant-european-mnc-job/view-job/1622840
energy-natural-resources-oil-gas-power-services-job,Technical Officer [Oil & Gas /CCTV/ Shift/ Transport Provide],The Supreme HR Advisory Pte Ltd,2000 - 2800,2,Not Applicable,working experience in oil & gas industry or petrochemical plant environment,Diploma,Singapore - Various Location,12 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//technical-officer-oil-gas-cctv-shift-transport-provide-job/view-job/1621253
energy-natural-resources-oil-gas-power-services-job,Finance Executive (General Accounting / West),Hecal Pte Ltd,Undisclosed,1,"Accountancy, Mathematics , Not Applicable",Accounting,Degree,Singapore - West,5 Jan 2018,Permanent / Full Time,http://www.hecal.sg/index.html,http://www.stjobs.sg//finance-executive-general-accounting-west-job/view-job/1620240
energy-natural-resources-oil-gas-power-services-job,Software/System Engineer ( (In-house / West / S$3K++) ,Hecal Pte Ltd,Undisclosed,1,Not Applicable,"Software Development, IT System Support",Degree,Singapore - West,11 Jan 2018,Permanent / Full Time,http://www.hecal.sg/index.html,http://www.stjobs.sg//software-system-engineer-in-house-west-s-3k-job/view-job/1622686
energy-natural-resources-oil-gas-power-services-job,Regional Technician / Engineer (APAC / West / S$4K++),Hecal Pte Ltd,Undisclosed,1,Not Applicable,"Petrochemical engineering, Chemical engineering, Work at height, Confined Space",Diploma,Singapore - West,11 Jan 2018,Permanent / Full Time,http://www.hecal.sg/index.html,http://www.stjobs.sg//regional-technician-engineer-apac-west-s-4k-job/view-job/1622713
energy-natural-resources-oil-gas-power-services-job,Lab Analyst/ 1 Year Contract/ Tuas,SINGAPORE SHELL EMPLOYEES' UNION CO-OPERATIVE LTD (SSEU CO-OPERATIVE LTD),2000 - 3000,2,Applied Chemistry,Laboratory,Diploma,Singapore - West,11 Jan 2018,Contract,http://www.sseu.org.sg/wps/portal/sseu-shell/home,http://www.stjobs.sg//lab-analyst-1-year-contract-tuas-job/view-job/1622584
energy-natural-resources-oil-gas-power-services-job,Turnaround Event Logistic Coordinator/ 1-Year Contract/ Jurong Island,SINGAPORE SHELL EMPLOYEES' UNION CO-OPERATIVE LTD (SSEU CO-OPERATIVE LTD),3000 - 3500,2,Not Applicable,Microsoft Office,Diploma,Singapore - West,11 Jan 2018,Contract,http://www.sseu.org.sg/wps/portal/sseu-shell/home,http://www.stjobs.sg//turnaround-event-logistic-coordinator-1-year-contract-jurong-island-job/view-job/1622620
energy-natural-resources-oil-gas-power-services-job,Contract Admin Executive (3 months extendable) (Urgent!) (Ref:JJP) ,Recruit Express Pte Ltd - West,2500 - 3000,,Business,MS Office,Diploma,Singapore - Various Location,11 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg,http://www.stjobs.sg//contract-admin-executive-3-months-extendable-urgent-ref-jjp-job/view-job/1621791
energy-natural-resources-oil-gas-power-services-job,Project Engineer [ M&E; / Clean Room Environment/ AutoCAD/ APPLY NOW],The Supreme HR Advisory Pte Ltd,2500 - 3800,2,Not Applicable,AutoCAD,Degree,Singapore - Various Location,11 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//project-engineer-m-e-clean-room-environment-autocad-apply-now-job/view-job/1621751
energy-natural-resources-oil-gas-power-services-job,Recruiter/ 6-Months Contract/ Buona Vista,SINGAPORE SHELL EMPLOYEES' UNION CO-OPERATIVE LTD (SSEU CO-OPERATIVE LTD),5000 - 5500,3,Human Resource Management,Recruitment,Diploma,Singapore - West,11 Jan 2018,Contract,http://www.sseu.org.sg/wps/portal/sseu-shell/home,http://www.stjobs.sg//recruiter-6-months-contract-buona-vista-job/view-job/1622618
energy-natural-resources-oil-gas-power-services-job,1-Year Contract/ Electrical Designer/ Pulau Bukom,SINGAPORE SHELL EMPLOYEES' UNION CO-OPERATIVE LTD (SSEU CO-OPERATIVE LTD),3800 - 4000,2,Electrical & Electronic Engineering,"Microsoft Office, AutoCAD",Degree,Singapore - West,11 Jan 2018,Contract,http://www.sseu.org.sg/wps/portal/sseu-shell/home,http://www.stjobs.sg//1-year-contract-electrical-designer-pulau-bukom-job/view-job/1622583
energy-natural-resources-oil-gas-power-services-job,Office Manager / Operations & Planning Manager (Senior Secretary / Personal Assistant) - European MNC,Adroit HR Professional,Undisclosed,5,Business,"Provide admin & secretarial support for Managing Director , Responsible for the smooth running of the Singapore office operations , Logistic arrangements of business travel for Managers (flight, hotels etc.)",Diploma,Singapore - East,10 Jan 2018,Permanent / Full Time,http://www.adroithrpro.com.sg,http://www.stjobs.sg//office-manager-operations-planning-manager-senior-secretary-personal-assistant-european-mnc-job/view-job/1622238
energy-natural-resources-oil-gas-power-services-job,Customer Support Assistant (1 to 3mths Assignment!)(Ref:TJBB),Recruit Express Pte Ltd - West,1400 - 1800,,Not Applicable,MS Office,'A' Levels/IB,Singapore - Various Location,10 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg,http://www.stjobs.sg//customer-support-assistant-1-to-3mths-assignment-ref-tjbb-job/view-job/1597440
energy-natural-resources-oil-gas-power-services-job,6 months Call Centre Officer $8/hr  x  20 (REF: SKZ),Recruit Express Pte Ltd - Central (9-11),8 - 8,,Not Applicable,Customer service,'N' / 'O' Levels,Singapore - Central,9 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg/,http://www.stjobs.sg//6-months-call-centre-officer-8-hr-x-20-ref-skz-job/view-job/1620805
energy-natural-resources-oil-gas-power-services-job,Inshore Diving & Operations Technician,DIVETECH MARINE SERVICES PTE LTD,Undisclosed,,"Marine Engineering, Maritime Studies",Multitask and good team player,Diploma,Singapore - West,8 Jan 2018,Permanent / Full Time,http://www.divetechmarine.com,http://www.stjobs.sg//inshore-diving-operations-technician-job/view-job/1620569
energy-natural-resources-oil-gas-power-services-job,3 - 6 Months Accounts Executive $2000-$2500 (3-6 months) (REF: SKZ),Recruit Express Pte Ltd - Central (9-11),2500 - 3000,2,Accountancy,Microsoft Office,Diploma,Singapore - Central,8 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg/,http://www.stjobs.sg//3-6-months-accounts-executive-2000-2500-3-6-months-ref-skz-job/view-job/1620580
energy-natural-resources-oil-gas-power-services-job,HR Assistant / Executive [Singapore Based // Full Spectrum // Good Benefit],The Supreme HR Advisory Pte Ltd,2500 - 3200,2,Not Applicable,Communications skills,Degree,Singapore - Central,6 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//hr-assistant-executive-singapore-based-full-spectrum-good-benefit-job/view-job/1621886
energy-natural-resources-oil-gas-power-services-job,Sales Engineer [Electronic Component / Mechanical / Lighting / Electrical],The Supreme HR Advisory Pte Ltd,2500 - 4000,2,Not Applicable,Communications skills,Diploma,Singapore - Central,6 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//sales-engineer-electronic-component-mechanical-lighting-electrical-job/view-job/1619795
energy-natural-resources-oil-gas-power-services-job,Technical Officer [Oil & Gas /CCTV/ Shift/ Transport Provide],The Supreme HR Advisory Pte Ltd,2000 - 2800,2,Not Applicable,working experience in oil & gas industry or petrochemical plant environment,Diploma,Singapore - Various Location,12 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//technical-officer-oil-gas-cctv-shift-transport-provide-job/view-job/1621253
energy-natural-resources-oil-gas-power-services-job,Finance Executive (General Accounting / West),Hecal Pte Ltd,Undisclosed,1,"Accountancy, Mathematics , Not Applicable",Accounting,Degree,Singapore - West,5 Jan 2018,Permanent / Full Time,http://www.hecal.sg/index.html,http://www.stjobs.sg//finance-executive-general-accounting-west-job/view-job/1620240
energy-natural-resources-oil-gas-power-services-job,Contract Admin Executive (3 months extendable) (Urgent!) (Ref:JJP) ,Recruit Express Pte Ltd - West,2500 - 3000,,Business,MS Office,Diploma,Singapore - Various Location,11 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg,http://www.stjobs.sg//contract-admin-executive-3-months-extendable-urgent-ref-jjp-job/view-job/1621791
energy-natural-resources-oil-gas-power-services-job,Project Engineer [ M&E; / Clean Room Environment/ AutoCAD/ APPLY NOW],The Supreme HR Advisory Pte Ltd,2500 - 3800,2,Not Applicable,AutoCAD,Degree,Singapore - Various Location,11 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//project-engineer-m-e-clean-room-environment-autocad-apply-now-job/view-job/1621751
energy-natural-resources-oil-gas-power-services-job,6 months Call Centre Officer $8/hr  x  20 (REF: SKZ),Recruit Express Pte Ltd - Central (9-11),8 - 8,,Not Applicable,Customer service,'N' / 'O' Levels,Singapore - Central,9 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg/,http://www.stjobs.sg//6-months-call-centre-officer-8-hr-x-20-ref-skz-job/view-job/1620805
energy-natural-resources-oil-gas-power-services-job,Inshore Diving & Operations Technician,DIVETECH MARINE SERVICES PTE LTD,Undisclosed,,"Marine Engineering, Maritime Studies",Multitask and good team player,Diploma,Singapore - West,8 Jan 2018,Permanent / Full Time,http://www.divetechmarine.com,http://www.stjobs.sg//inshore-diving-operations-technician-job/view-job/1620569
energy-natural-resources-oil-gas-power-services-job,3 - 6 Months Accounts Executive $2000-$2500 (3-6 months) (REF: SKZ),Recruit Express Pte Ltd - Central (9-11),2500 - 3000,2,Accountancy,Microsoft Office,Diploma,Singapore - Central,8 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg/,http://www.stjobs.sg//3-6-months-accounts-executive-2000-2500-3-6-months-ref-skz-job/view-job/1620580
energy-natural-resources-oil-gas-power-services-job,Sales Engineer [Electronic Component / Mechanical / Lighting / Electrical],The Supreme HR Advisory Pte Ltd,2500 - 4000,2,Not Applicable,Communications skills,Diploma,Singapore - Central,6 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//sales-engineer-electronic-component-mechanical-lighting-electrical-job/view-job/1619795
energy-natural-resources-oil-gas-power-services-job,Technical Officer [Oil & Gas /CCTV/ Shift/ Transport Provide],The Supreme HR Advisory Pte Ltd,2000 - 2800,2,Not Applicable,working experience in oil & gas industry or petrochemical plant environment,Diploma,Singapore - Various Location,12 Jan 2018,Permanent / Full Time,http://www.thesupremehr.com,http://www.stjobs.sg//technical-officer-oil-gas-cctv-shift-transport-provide-job/view-job/1621253
energy-natural-resources-oil-gas-power-services-job,Finance Executive (General Accounting / West),Hecal Pte Ltd,Undisclosed,1,"Accountancy, Mathematics , Not Applicable",Accounting,Degree,Singapore - West,5 Jan 2018,Permanent / Full Time,http://www.hecal.sg/index.html,http://www.stjobs.sg//finance-executive-general-accounting-west-job/view-job/1620240
energy-natural-resources-oil-gas-power-services-job,6 months Call Centre Officer $8/hr  x  20 (REF: SKZ),Recruit Express Pte Ltd - Central (9-11),8 - 8,,Not Applicable,Customer service,'N' / 'O' Levels,Singapore - Central,9 Jan 2018,"Temporary / Part Time, Contract",http://www.recruitexpress.com.sg/,http://www.stjobs.sg//6-months-call-centre-officer-8-hr-x-20-ref-skz-job/view-job/1620805
energy-natural-resources-oil-gas-power-services-job,Inshore Diving & Operations Technician,DIVETECH MARINE SERVICES PTE LTD,Undisclosed,,"Marine Engineering, Maritime Studies",Multitask and good team player,Diploma,Singapore - West,8 Jan 2018,Permanent / Full Time,http://www.divetechmarine.com,http://www.stjobs.sg//inshore-diving-operations-technician-job/view-job/1620569
